tweet_id,favorites,retweets,user_followers,user_favourites,date_time
878604707211726852,26426,5921,9300866,146892,2017-06-24 13:24:20+00:00
878404777348136964,0,1076,9300867,146892,2017-06-24 00:09:53+00:00
878316110768087041,0,5521,9300868,146892,2017-06-23 18:17:33+00:00
878281511006478336,6771,1076,9300868,146892,2017-06-23 16:00:04+00:00
878057613040115712,37129,5736,9300868,146892,2017-06-23 01:10:23+00:00
877736472329191424,69243,15799,9300868,146892,2017-06-22 03:54:17+00:00
877611172832227328,0,70,9300868,146892,2017-06-21 19:36:23+00:00
877556246731214848,19897,3167,9300870,146892,2017-06-21 15:58:08+00:00
877316821321428993,24134,4343,9300870,146892,2017-06-21 00:06:44+00:00
877201837425926144,23849,4623,9300871,146892,2017-06-20 16:29:50+00:00
876838120628539392,18210,2802,9300871,146892,2017-06-19 16:24:33+00:00
876537666061221889,21044,3970,9300872,146892,2017-06-18 20:30:39+00:00
876484053909872640,16556,1999,9300872,146892,2017-06-18 16:57:37+00:00
876120275196170240,24680,3897,9300872,146892,2017-06-17 16:52:05+00:00
875747767867523072,22099,3579,9300872,146892,2017-06-16 16:11:53+00:00
875144289856114688,19414,4149,9300872,146892,2017-06-15 00:13:52+00:00
875021211251597312,22530,3968,9300873,146892,2017-06-14 16:04:48+00:00
874680097055178752,24598,3917,9300873,146892,2017-06-13 17:29:20+00:00
874434818259525634,0,12199,9300873,146892,2017-06-13 01:14:41+00:00
874296783580663808,22956,3481,9300873,146892,2017-06-12 16:06:11+00:00
874057562936811520,20102,3376,9300873,146892,2017-06-12 00:15:36+00:00
874012996292530176,30108,8584,9300872,146892,2017-06-11 21:18:31+00:00
873580283840344065,21370,3341,9300872,146892,2017-06-10 16:39:04+00:00
873337748698140672,0,1330,9300872,146892,2017-06-10 00:35:19+00:00
873213775632977920,6317,1330,9300872,146892,2017-06-09 16:22:42+00:00
872967104147763200,24053,4559,9300872,146892,2017-06-09 00:02:31+00:00
872820683541237760,13066,3165,9300872,146892,2017-06-08 14:20:41+00:00
872620804844003328,18316,3064,9300872,146892,2017-06-08 01:06:27+00:00
872486979161796608,36080,7712,9300872,146892,2017-06-07 16:14:40+00:00
872122724285648897,30209,6819,9300872,146892,2017-06-06 16:07:15+00:00
871879754684805121,33078,9240,9300872,146892,2017-06-06 00:01:46+00:00
871762521631449091,17881,2969,9300873,146892,2017-06-05 16:15:56+00:00
871515927908634625,17883,2939,9300873,146892,2017-06-04 23:56:03+00:00
871166179821445120,0,4890,9300873,146892,2017-06-04 00:46:17+00:00
871102520638267392,18535,4671,9300873,146892,2017-06-03 20:33:19+00:00
871032628920680449,20141,3219,9300873,146892,2017-06-03 15:55:36+00:00
870804317367881728,29789,5280,9300873,146892,2017-06-03 00:48:22+00:00
870726314365509632,105,3,9300873,146892,2017-06-02 19:38:25+00:00
870656317836468226,10890,2202,9300873,146892,2017-06-02 15:00:16+00:00
870374049280663552,73917,22731,9300873,146892,2017-06-01 20:18:38+00:00
870308999962521604,19479,3547,9300875,146892,2017-06-01 16:00:09+00:00
870063196459192321,32399,7069,9300875,146892,2017-05-31 23:43:25+00:00
869772420881756160,37995,8690,9300877,146892,2017-05-31 04:27:59+00:00
869702957897576449,25041,5383,9300877,146892,2017-05-30 23:51:58+00:00
869596645499047938,14192,2636,9300877,146892,2017-05-30 16:49:31+00:00
869227993411051520,18119,3198,9301293,146892,2017-05-29 16:24:37+00:00
868880397819494401,57931,12250,9300876,146892,2017-05-28 17:23:24+00:00
868639477480148993,0,1751,9300875,146892,2017-05-28 01:26:04+00:00
868622495443632128,23623,4464,9300875,146892,2017-05-28 00:18:35+00:00
868552278524837888,8961,1751,9300875,146892,2017-05-27 19:39:34+00:00
867900495410671616,21588,3569,9300875,146892,2017-05-26 00:29:37+00:00
867774946302451713,30261,6249,9300875,146892,2017-05-25 16:10:44+00:00
867421006826221569,14343,2113,9300875,146892,2017-05-24 16:44:18+00:00
867072653475098625,0,101,9300875,146892,2017-05-23 17:40:04+00:00
867051520902168576,28697,6777,9300875,146892,2017-05-23 16:16:06+00:00
866720684873056260,17866,4131,9300875,146892,2017-05-22 18:21:28+00:00
866686824827068416,17124,2967,9300875,146892,2017-05-22 16:06:55+00:00
866450705531457537,108845,30181,9300875,146892,2017-05-22 00:28:40+00:00
866334964761202691,46591,12199,9300877,146892,2017-05-21 16:48:45+00:00
866094527597207552,0,7161,9300877,146892,2017-05-21 00:53:21+00:00
865718153858494464,22922,4842,9300877,146892,2017-05-19 23:57:46+00:00
865359393868664832,23591,4286,9300877,146892,2017-05-19 00:12:11+00:00
865006731092295680,25034,6667,9300877,146892,2017-05-18 00:50:50+00:00
864873206498414592,28850,7498,9300878,146892,2017-05-17 16:00:15+00:00
864279568663928832,13071,2581,9300877,146892,2017-05-16 00:41:21+00:00
864197398364647424,26626,7582,9300877,146892,2017-05-15 19:14:50+00:00
863907417377173506,18418,3586,9301329,146896,2017-05-15 00:02:33+00:00
863553081350529029,13674,3630,9300879,146892,2017-05-14 00:34:33+00:00
863471782782697472,0,2089,9300879,146892,2017-05-13 19:11:30+00:00
863432100342583297,21299,4552,9300879,146892,2017-05-13 16:33:49+00:00
863427515083354112,1959,80,9300879,146892,2017-05-13 16:15:35+00:00
863079547188785154,7897,953,9300879,146892,2017-05-12 17:12:53+00:00
863062471531167744,7525,2089,9300879,146892,2017-05-12 16:05:02+00:00
862831371563274240,17215,4454,9300879,146892,2017-05-12 00:46:44+00:00
862722525377298433,15333,3089,9300879,146892,2017-05-11 17:34:13+00:00
862457590147678208,18266,4248,9300879,146892,2017-05-11 00:01:27+00:00
862096992088072192,66266,19991,9300879,146892,2017-05-10 00:08:34+00:00
861383897657036800,32288,9264,9300880,146892,2017-05-08 00:54:59+00:00
861288531465048066,15349,3589,9300880,146892,2017-05-07 18:36:02+00:00
860981674716409858,0,1856,9300881,146892,2017-05-06 22:16:42+00:00
860924035999428608,0,678,9300881,146892,2017-05-06 18:27:40+00:00
860563773140209665,6721,1856,9300881,146892,2017-05-05 18:36:06+00:00
860524505164394496,21255,4603,9300881,146892,2017-05-05 16:00:04+00:00
860276583193509888,16581,3068,9300881,146892,2017-05-04 23:34:55+00:00
860184849394610176,15012,5122,9300881,146892,2017-05-04 17:30:24+00:00
860177593139703809,0,26736,9300881,146892,2017-05-04 17:01:34+00:00
859924526012018688,17636,3583,9300881,146892,2017-05-04 00:15:58+00:00
859851578198683649,13972,3067,9300881,146892,2017-05-03 19:26:06+00:00
859607811541651456,16830,1365,9300881,146892,2017-05-03 03:17:27+00:00
859196978902773760,80531,26266,9300881,146892,2017-05-02 00:04:57+00:00
859074603037188101,30428,11968,9300881,146892,2017-05-01 15:58:40+00:00
858860390427611136,0,7082,9300881,146892,2017-05-01 01:47:28+00:00
858843525470990336,14118,3028,9300882,146892,2017-05-01 00:40:27+00:00
858471635011153920,19484,4258,9300882,146892,2017-04-30 00:02:42+00:00
858107933456039936,14236,2539,9300882,146892,2017-04-28 23:57:28+00:00
857989990357356544,14491,2267,9300882,146892,2017-04-28 16:08:49+00:00
857746408056729600,30813,9345,9300882,146892,2017-04-28 00:00:54+00:00
857393404942143489,5307,1443,9300882,146892,2017-04-27 00:38:11+00:00
857263160327368704,18246,3975,9300882,146892,2017-04-26 16:00:39+00:00
857214891891077121,203,16,9300882,146892,2017-04-26 12:48:51+00:00
857062103051644929,0,148,9300882,146892,2017-04-26 02:41:43+00:00
857029823797047296,17045,3492,9300883,146892,2017-04-26 00:33:27+00:00
856543823941562368,14839,2547,9300883,146892,2017-04-24 16:22:16+00:00
856526610513747968,10825,1654,9300883,146892,2017-04-24 15:13:52+00:00
856288084350160898,487,15,9300882,146892,2017-04-23 23:26:03+00:00
856282028240666624,25229,5581,9300882,146892,2017-04-23 23:01:59+00:00
855862651834028034,303,21,9300882,146892,2017-04-22 19:15:32+00:00
855860136149123072,4405,853,9300882,146892,2017-04-22 19:05:32+00:00
855857698524602368,10855,1862,9300882,146892,2017-04-22 18:55:51+00:00
855851453814013952,41895,16127,9300882,146892,2017-04-22 18:31:02+00:00
855818117272018944,24281,4816,9300882,146892,2017-04-22 16:18:34+00:00
855459453768019968,27104,7302,9300882,146892,2017-04-21 16:33:22+00:00
855245323840757760,0,5266,9300882,146892,2017-04-21 02:22:29+00:00
855138241867124737,0,36,9300883,146892,2017-04-20 19:16:59+00:00
854732716440526848,20691,5349,9300883,146892,2017-04-19 16:25:34+00:00
854482394044301312,26584,6024,9300883,146892,2017-04-18 23:50:52+00:00
854365224396361728,17199,4151,9300883,146892,2017-04-18 16:05:17+00:00
854120357044912130,29234,6597,9300883,146892,2017-04-17 23:52:16+00:00
854010172552949760,14838,2791,9300883,146892,2017-04-17 16:34:26+00:00
853760880890318849,26095,5116,9300883,146892,2017-04-17 00:03:50+00:00
853639147608842240,31557,8883,9300883,146892,2017-04-16 16:00:07+00:00
853299958564483072,14174,3170,9300883,146892,2017-04-15 17:32:18+00:00
852936405516943360,0,1789,9300883,146892,2017-04-14 17:27:40+00:00
852912242202992640,8257,1600,9300883,146892,2017-04-14 15:51:39+00:00
852672615818899456,13646,1913,9300883,146892,2017-04-13 23:59:28+00:00
852553447878664193,14909,3119,9300883,146892,2017-04-13 16:05:56+00:00
852311364735569921,30372,8883,9300884,146892,2017-04-13 00:03:59+00:00
852226086759018497,18362,6098,9300884,146892,2017-04-12 18:25:07+00:00
852189679701164033,10573,1419,9300884,146892,2017-04-12 16:00:27+00:00
851591660324737024,14966,3125,9300884,146892,2017-04-11 00:24:08+00:00
851464819735769094,22271,6313,9300884,146892,2017-04-10 16:00:07+00:00
851224888060895234,19057,5171,9300884,146892,2017-04-10 00:06:42+00:00
850753642995093505,28163,8086,9300884,146892,2017-04-08 16:54:09+00:00
850380195714523136,12083,2333,9300884,146892,2017-04-07 16:10:12+00:00
850333567704068097,3193,301,9300884,146892,2017-04-07 13:04:55+00:00
850145622816686080,15057,3397,9300884,146892,2017-04-07 00:38:06+00:00
850019790995546112,18791,4374,9300884,146892,2017-04-06 16:18:05+00:00
849776966551130114,27920,6822,9300884,146892,2017-04-06 00:13:11+00:00
849668094696017920,0,4447,9300884,146892,2017-04-05 17:00:34+00:00
849412302885593088,14680,2833,9300884,146892,2017-04-05 00:04:08+00:00
849336543269576704,10558,1694,9300885,146892,2017-04-04 19:03:06+00:00
849051919805034497,39032,7627,9300885,146892,2017-04-04 00:12:06+00:00
848690551926992896,23283,3925,9300885,146892,2017-04-03 00:16:10+00:00
848324959059550208,22846,4155,9300885,146892,2017-04-02 00:03:26+00:00
848213670039564288,7544,646,9300885,146892,2017-04-01 16:41:12+00:00
848212111729840128,15041,2721,9300885,146892,2017-04-01 16:35:01+00:00
847978865427394560,0,2923,9300885,146892,2017-04-01 01:08:10+00:00
847971574464610304,0,396,9301301,146892,2017-04-01 00:39:12+00:00
847962785489326080,21749,4579,9300885,146892,2017-04-01 00:04:17+00:00
847842811428974592,5017,1192,9300885,146892,2017-03-31 16:07:33+00:00
847617282490613760,6472,376,9300885,146892,2017-03-31 01:11:22+00:00
847606175596138505,17364,3092,9300885,146892,2017-03-31 00:27:14+00:00
847251039262605312,18982,3923,9300885,146892,2017-03-30 00:56:03+00:00
847157206088847362,18387,5256,9300885,146892,2017-03-29 18:43:12+00:00
847116187444137987,19886,2876,9300885,146892,2017-03-29 16:00:12+00:00
846874817362120707,18639,3552,9300885,146892,2017-03-29 00:01:05+00:00
846514051647705089,41218,10388,9300885,146892,2017-03-28 00:07:32+00:00
846505985330044928,13085,2764,9300885,146892,2017-03-27 23:35:28+00:00
846153765933735936,29117,8180,9300885,146892,2017-03-27 00:15:53+00:00
846139713627017216,28838,9171,9300885,146892,2017-03-26 23:20:02+00:00
846042936437604353,14823,2591,9300885,146892,2017-03-26 16:55:29+00:00
845812042753855489,27050,7868,9300885,146892,2017-03-26 01:38:00+00:00
845677943972139009,23455,4384,9300886,146892,2017-03-25 16:45:08+00:00
845397057150107648,7093,1622,9300886,146892,2017-03-24 22:08:59+00:00
845306882940190720,21632,4866,9300886,146892,2017-03-24 16:10:40+00:00
845098359547420673,0,6946,9300886,146892,2017-03-24 02:22:04+00:00
844979544864018432,12684,2315,9300886,146892,2017-03-23 18:29:57+00:00
844973813909606400,13941,2858,9300886,146892,2017-03-23 18:07:10+00:00
844580511645339650,15302,2817,9300886,146892,2017-03-22 16:04:20+00:00
844223788422217728,12709,1994,9300886,146892,2017-03-21 16:26:50+00:00
843981021012017153,14131,2700,9300886,146892,2017-03-21 00:22:10+00:00
843856843873095681,19979,4171,9300886,146892,2017-03-20 16:08:44+00:00
843604394117681152,15722,2481,9300886,146892,2017-03-19 23:25:35+00:00
843235543001513987,19986,5417,9300886,146892,2017-03-18 22:59:54+00:00
842846295480000512,14227,3317,9300887,146892,2017-03-17 21:13:10+00:00
842765311967449089,6302,1176,9300887,146892,2017-03-17 15:51:22+00:00
842535590457499648,16933,3185,9300887,146892,2017-03-17 00:38:32+00:00
842163532590374912,22752,5266,9300887,146892,2017-03-16 00:00:07+00:00
842115215311396866,13047,2761,9300887,146892,2017-03-15 20:48:07+00:00
841833993020538882,0,13586,9300887,146892,2017-03-15 02:10:39+00:00
841680585030541313,24057,7163,9300887,146892,2017-03-14 16:01:03+00:00
841439858740625411,11748,3331,9300887,146892,2017-03-14 00:04:30+00:00
841320156043304961,18435,5024,9300888,146892,2017-03-13 16:08:50+00:00
841314665196081154,14767,4243,9300888,146892,2017-03-13 15:47:01+00:00
841077006473256960,21348,4890,9300888,146892,2017-03-13 00:02:39+00:00
840761248237133825,0,1622,9300888,146892,2017-03-12 03:07:56+00:00
840728873075638272,0,14600,9300888,146892,2017-03-12 00:59:17+00:00
840698636975636481,164,2,9300888,146892,2017-03-11 22:59:09+00:00
840696689258311684,11496,891,9300888,146892,2017-03-11 22:51:24+00:00
840632337062862849,8438,1622,9300888,146892,2017-03-11 18:35:42+00:00
840370681858686976,15342,4185,9300888,146892,2017-03-11 01:15:58+00:00
840268004936019968,17920,5218,9300888,146892,2017-03-10 18:27:58+00:00
839990271299457024,12532,2069,9301304,146892,2017-03-10 00:04:21+00:00
839549326359670784,25598,7082,9300888,146892,2017-03-08 18:52:12+00:00
839290600511926273,0,132,9300889,146892,2017-03-08 01:44:07+00:00
839239871831150596,25251,5944,9300889,146892,2017-03-07 22:22:32+00:00
838952994649550848,18384,3664,9300889,146892,2017-03-07 03:22:35+00:00
838921590096166913,10426,1857,9300889,146892,2017-03-07 01:17:48+00:00
838916489579200512,0,31,9300889,146892,2017-03-07 00:57:32+00:00
838831947270979586,0,10036,9300889,146892,2017-03-06 19:21:35+00:00
838561493054533637,10257,1233,9300888,146892,2017-03-06 01:26:54+00:00
838476387338051585,20994,4348,9300888,146892,2017-03-05 19:48:43+00:00
838201503651401729,0,9201,9300888,146892,2017-03-05 01:36:26+00:00
838150277551247360,1570,304,9300888,146892,2017-03-04 22:12:52+00:00
838085839343206401,133,1,9300888,146892,2017-03-04 17:56:49+00:00
838083903487373313,16474,2846,9300888,146892,2017-03-04 17:49:08+00:00
837820167694528512,31862,7161,9300888,146892,2017-03-04 00:21:08+00:00
837482249356513284,3614,407,9300888,146892,2017-03-03 01:58:22+00:00
837471256429613056,12003,2065,9300888,146892,2017-03-03 01:14:41+00:00
837110210464448512,15074,2181,9300888,146892,2017-03-02 01:20:01+00:00
836989968035819520,11962,2117,9300888,146892,2017-03-01 17:22:13+00:00
836753516572119041,18149,4270,9300888,146892,2017-03-01 01:42:39+00:00
836677758902222849,11862,2025,9300888,146892,2017-02-28 20:41:37+00:00
836648853927522308,0,508,9300888,146892,2017-02-28 18:46:45+00:00
836397794269200385,0,25110,9300888,146892,2017-02-28 02:09:08+00:00
836380477523124226,13918,2746,9301304,146892,2017-02-28 01:00:19+00:00
836260088725786625,19965,3983,9300888,146892,2017-02-27 17:01:56+00:00
836001077879255040,17909,3896,9300888,146892,2017-02-26 23:52:43+00:00
835685285446955009,0,7425,9300888,146892,2017-02-26 02:57:52+00:00
835574547218894849,16670,3303,9300888,146892,2017-02-25 19:37:50+00:00
835536468978302976,0,1544,9300888,146892,2017-02-25 17:06:32+00:00
835309094223372289,0,19185,9300888,146892,2017-02-25 02:03:02+00:00
835297930240217089,15450,2742,9300888,146892,2017-02-25 01:18:40+00:00
835264098648616962,7245,1544,9300888,146892,2017-02-24 23:04:14+00:00
835246439529840640,1991,63,9300889,146892,2017-02-24 21:54:03+00:00
835172783151792128,24591,5298,9300889,146892,2017-02-24 17:01:22+00:00
835152434251116546,20974,2764,9300889,146892,2017-02-24 15:40:31+00:00
834931633769889797,10116,1492,9300889,146892,2017-02-24 01:03:08+00:00
834786237630337024,20240,5109,9300889,146892,2017-02-23 15:25:23+00:00
834574053763584002,12819,2315,9300890,146892,2017-02-23 01:22:14+00:00
834477809192075265,0,9775,9300890,146892,2017-02-22 18:59:48+00:00
834458053273591808,9040,1549,9300890,146892,2017-02-22 17:41:18+00:00
834209720923721728,19267,4331,9300890,146892,2017-02-22 01:14:30+00:00
834167344700198914,14852,3364,9300890,146892,2017-02-21 22:26:07+00:00
834089966724603904,9458,1964,9300890,146892,2017-02-21 17:18:39+00:00
834086379323871233,12253,2040,9300890,146892,2017-02-21 17:04:24+00:00
833863086058651648,12635,2214,9300890,146892,2017-02-21 02:17:06+00:00
833826103416520705,17090,3490,9300890,146892,2017-02-20 23:50:09+00:00
833732339549220864,0,205,9300890,146892,2017-02-20 17:37:34+00:00
833722901757046785,19706,2999,9300890,146892,2017-02-20 17:00:04+00:00
833479644947025920,14018,1894,9300890,146892,2017-02-20 00:53:27+00:00
833124694597443584,19002,4447,9300890,146892,2017-02-19 01:23:00+00:00
832998151111966721,12446,2021,9300890,146892,2017-02-18 17:00:10+00:00
832769181346996225,0,38,9300890,146892,2017-02-18 01:50:19+00:00
832757312314028032,15856,3321,9300890,146892,2017-02-18 01:03:09+00:00
832682457690300417,11153,2669,9300890,146892,2017-02-17 20:05:43+00:00
832645525019123713,2741,485,9300890,146892,2017-02-17 17:38:57+00:00
832636094638288896,14905,2561,9300890,146892,2017-02-17 17:01:29+00:00
832397543355072512,11252,2037,9300890,146892,2017-02-17 01:13:34+00:00
832369877331693569,16094,2923,9300890,146892,2017-02-16 23:23:38+00:00
832273440279240704,10663,2147,9300892,146892,2017-02-16 17:00:25+00:00
832215909146226688,0,5728,9300892,146892,2017-02-16 13:11:49+00:00
832215726631055365,0,8592,9300892,146892,2017-02-16 13:11:05+00:00
832088576586297345,59,2,9300892,146892,2017-02-16 04:45:50+00:00
832040443403784192,0,8826,9300892,146892,2017-02-16 01:34:34+00:00
832032802820481025,16789,4304,9300893,146892,2017-02-16 01:04:13+00:00
831939777352105988,22491,5660,9300893,146892,2017-02-15 18:54:34+00:00
831926988323639298,319,34,9300893,146892,2017-02-15 18:03:45+00:00
831911600680497154,25872,5980,9300893,146892,2017-02-15 17:02:36+00:00
831670449226514432,9790,1689,9300893,146892,2017-02-15 01:04:21+00:00
831650051525054464,6683,1789,9300893,146892,2017-02-14 23:43:18+00:00
831552930092285952,8460,2162,9300893,146892,2017-02-14 17:17:22+00:00
831322785565769729,8756,1447,9300893,146892,2017-02-14 02:02:51+00:00
831315979191906304,6177,1038,9300893,146892,2017-02-14 01:35:49+00:00
831309418084069378,11106,2270,9300893,146892,2017-02-14 01:09:44+00:00
831262627380748289,11171,1890,9300893,146892,2017-02-13 22:03:49+00:00
830956169170665475,7517,1375,9300893,146892,2017-02-13 01:46:03+00:00
830583320585068544,62461,15418,9300893,146892,2017-02-12 01:04:29+00:00
830173239259324417,0,5244,9300893,146892,2017-02-10 21:54:58+00:00
830097400375152640,9169,2698,9300893,146892,2017-02-10 16:53:37+00:00
829878982036299777,0,4610,9301309,146892,2017-02-10 02:25:42+00:00
829861396166877184,11529,1793,9300893,146892,2017-02-10 01:15:49+00:00
829501995190984704,29900,9775,9300893,146892,2017-02-09 01:27:41+00:00
829449946868879360,9885,1862,9300893,146892,2017-02-08 22:00:52+00:00
829141528400556032,22919,6772,9300894,146892,2017-02-08 01:35:19+00:00
829011960981237760,50298,15110,9300894,146892,2017-02-07 17:00:28+00:00
828801551087042563,0,3161,9300894,146892,2017-02-07 03:04:22+00:00
828770345708580865,24097,5397,9300894,146892,2017-02-07 01:00:22+00:00
828708714936930305,34283,10331,9300894,146892,2017-02-06 20:55:28+00:00
828650029636317184,8949,1238,9301310,146892,2017-02-06 17:02:17+00:00
828409743546925057,6041,1079,9300894,146892,2017-02-06 01:07:28+00:00
828408677031882754,7258,1186,9300894,146892,2017-02-06 01:03:14+00:00
828381636999917570,11877,2058,9300894,146892,2017-02-05 23:15:47+00:00
828376505180889089,6989,994,9300894,146892,2017-02-05 22:55:23+00:00
828372645993398273,11873,2724,9300894,146892,2017-02-05 22:40:03+00:00
828361771580813312,2072,165,9300894,146892,2017-02-05 21:56:51+00:00
828046555563323392,11059,2656,9300894,146892,2017-02-05 01:04:17+00:00
828011680017821696,9774,1992,9300894,146892,2017-02-04 22:45:42+00:00
827933404142436356,18856,4835,9300894,146892,2017-02-04 17:34:40+00:00
827653905312006145,14594,2793,9300894,146892,2017-02-03 23:04:02+00:00
827600520311402496,7062,864,9300894,146892,2017-02-03 19:31:54+00:00
827324948884643840,14946,2809,9300894,146892,2017-02-03 01:16:53+00:00
827199976799354881,10003,2060,9300894,146892,2017-02-02 17:00:17+00:00
826958653328592898,20319,4610,9300894,146892,2017-02-02 01:01:21+00:00
826848821049180160,34046,9338,9300894,146892,2017-02-01 17:44:55+00:00
826615380357632002,0,3682,9300895,146892,2017-02-01 02:17:19+00:00
826598799820865537,4860,230,9300895,146892,2017-02-01 01:11:25+00:00
826598365270007810,9449,2180,9300895,146892,2017-02-01 01:09:42+00:00
826476773533745153,17369,3892,9300895,146892,2017-01-31 17:06:32+00:00
826240494070030336,12527,2418,9300895,146892,2017-01-31 01:27:39+00:00
826204788643753985,4597,855,9300895,146892,2017-01-30 23:05:46+00:00
826115272272650244,14740,2872,9300895,146892,2017-01-30 17:10:04+00:00
825876512159186944,9921,1736,9300894,146892,2017-01-30 01:21:19+00:00
825829644528148480,12019,2333,9300894,146892,2017-01-29 22:15:05+00:00
825535076884762624,53955,16347,9300894,146892,2017-01-29 02:44:34+00:00
825147591692263424,17263,4182,9300894,146892,2017-01-28 01:04:51+00:00
825120256414846976,0,1166,9300894,146892,2017-01-27 23:16:13+00:00
825026590719483904,5909,1166,9300894,146892,2017-01-27 17:04:02+00:00
824796380199809024,0,5099,9300894,146892,2017-01-27 01:49:15+00:00
824775126675836928,14062,3272,9300894,146892,2017-01-27 00:24:48+00:00
824663926340194305,9934,1642,9300894,146892,2017-01-26 17:02:56+00:00
824325613288833024,11172,9879,9300894,146892,2017-01-25 18:38:36+00:00
824297048279236611,14226,3565,9300894,146892,2017-01-25 16:45:05+00:00
824025158776213504,4574,558,9300894,146892,2017-01-24 22:44:42+00:00
823939628516474880,10056,2534,9300894,146892,2017-01-24 17:04:50+00:00
823719002937630720,0,10354,9300894,146892,2017-01-24 02:28:08+00:00
823699002998870016,13210,2332,9300894,146892,2017-01-24 01:08:40+00:00
823581115634085888,12263,2443,9300894,146892,2017-01-23 17:20:14+00:00
